Domain Code,Domain,Area Code (M49),Area,Element Code,Element,Item Code (CPC),Item,Year Code,Year,Unit,Value,Flag,Flag Description,Note
TCL,Crops and livestock products,9.03,Oceania (excluding intra-trade),5610,Import quantity,1640,Cocoa beans,2010,2010,t,1478,E,Estimated value,
TCL,Crops and livestock products,9.03,Oceania (excluding intra-trade),5610,Import quantity,1640,Cocoa beans,2011,2011,t,1072,E,Estimated value,
TCL,Crops and livestock products,9.03,Oceania (excluding intra-trade),5610,Import quantity,1640,Cocoa beans,2012,2012,t,1744,E,Estimated value,
TCL,Crops and livestock products,9.03,Oceania (excluding intra-trade),5610,Import quantity,1640,Cocoa beans,2013,2013,t,1569,E,Estimated value,
TCL,Crops and livestock products,9.03,Oceania (excluding intra-trade),5610,Import quantity,1640,Cocoa beans,2014,2014,t,1940.57,E,Estimated value,
TCL,Crops and livestock products,9.03,Oceania (excluding intra-trade),5610,Import quantity,1640,Cocoa beans,2015,2015,t,3359.06,E,Estimated value,
TCL,Crops and livestock products,9.03,Oceania (excluding intra-trade),5610,Import quantity,1640,Cocoa beans,2016,2016,t,2520.03,E,Estimated value,
TCL,Crops and livestock products,9.03,Oceania (excluding intra-trade),5610,Import quantity,1640,Cocoa beans,2017,2017,t,2043.65,E,Estimated value,
TCL,Crops and livestock products,9.03,Oceania (excluding intra-trade),5610,Import quantity,1640,Cocoa beans,2018,2018,t,2814.3,E,Estimated value,
TCL,Crops and livestock products,9.03,Oceania (excluding intra-trade),5610,Import quantity,1640,Cocoa beans,2019,2019,t,2866.21,E,Estimated value,
TCL,Crops and livestock products,9.03,Oceania (excluding intra-trade),5610,Import quantity,1640,Cocoa beans,2020,2020,t,3182.16,E,Estimated value,
TCL,Crops and livestock products,9.03,Oceania (excluding intra-trade),5610,Import quantity,1640,Cocoa beans,2021,2021,t,2708.1,E,Estimated value,
TCL,Crops and livestock products,9.03,Oceania (excluding intra-trade),5610,Import quantity,1640,Cocoa beans,2022,2022,t,2592.05,E,Estimated value,
TCL,Crops and livestock products,9.03,Oceania (excluding intra-trade),5610,Import quantity,1640,Cocoa beans,2023,2023,t,3401.85,E,Estimated value,
